id,count
563,38.0
564,126.0
567,137.0
572,121.0
577,229.0
578,317.0
585,431.0
588,133.0
589,121.0
590,119.0
592,17.0
594,304.0
596,17.0
598,425.0
599,122.0
605,49.0
606,138.0
607,271.0
608,197.0
609,137.0
610,271.0
611,267.0
614,130.0
615,315.0
616,214.0
617,97.0
618,278.0
624,135.0
629,184.0
631,107.0
633,106.0
637,32.0
638,87.0
643,137.0
644,137.0
645,38.0
646,182.0
648,250.0
650,49.0
651,241.0
652,271.0
656,137.0
657,18.0
659,26.0
660,127.0
662,95.0
665,425.0
675,310.0
681,131.0
682,127.0
685,19.0
686,256.0
689,32.0
696,92.0
703,137.0
704,89.0
705,5.0
714,315.0
717,106.0
718,17.0
720,103.0
721,164.0
723,315.0
726,267.0
728,229.0
730,241.0
731,34.0
734,369.0
737,30.0
738,19.0
745,127.0
746,29.0
749,228.0
752,32.0
753,267.0
758,315.0
765,23.0
766,176.0
768,94.0
769,248.0
774,120.0
775,127.0
781,137.0
784,331.0
794,17.0
795,271.0
796,94.0
802,214.0
803,267.0
805,39.0
806,278.0
807,87.0
809,17.0
810,151.0
812,267.0
814,132.0
818,252.0
819,126.0
825,137.0
836,113.0
839,97.0
847,252.0
848,241.0
851,229.0
852,122.0
853,49.0
857,133.0
858,39.0
859,252.0
861,8.0
867,92.0
870,252.0
871,214.0
872,348.0
874,380.0
881,256.0
886,107.0
890,137.0
895,167.0
899,80.0
900,271.0
901,278.0
902,213.0
903,49.0
913,226.0
918,150.0
923,5.0
924,45.0
926,34.0
927,19.0
930,213.0
934,45.0
937,138.0
939,109.0
941,103.0
942,425.0
946,271.0
950,95.0
953,57.0
959,165.0
961,27.0
962,103.0
964,134.0
969,233.0
971,107.0
976,15.0
978,315.0
980,278.0
981,120.0
990,431.0
993,16.0
996,16.0
998,293.0
999,284.0
1006,111.0
1008,9.0
1013,19.0
1015,87.0
1016,121.0
1022,271.0
1026,214.0
1028,176.0
1031,37.0
1034,137.0
1037,213.0
1040,137.0
1042,16.0
1046,16.0
1048,87.0
1049,100.0
1050,137.0
1051,237.0
1052,214.0
1055,222.0
1060,92.0
1064,15.0
1066,15.0
1071,92.0
1073,28.0
1089,226.0
1091,121.0
1092,100.0
1093,241.0
1096,271.0
1097,221.0
1098,16.0
1099,39.0
1102,115.0
1107,117.0
1109,15.0
1111,45.0
1112,108.0
1114,335.0
1116,335.0
1117,114.0
1118,24.0
1122,120.0
1124,284.0
1127,137.0
1133,109.0
1134,45.0
1135,5.0
1139,271.0
1143,137.0
1150,135.0
1151,108.0
1153,271.0
1155,34.0
1162,30.0
1163,228.0
1166,14.0
1171,68.0
1172,15.0
1173,226.0
1174,85.0
1177,75.0
1178,213.0
1184,241.0
1185,111.0
1186,135.0
1187,226.0
1188,278.0
1191,111.0
1207,107.0
1213,45.0
1215,97.0
1223,176.0
1227,94.0
1236,137.0
1237,137.0
1238,19.0
1241,29.0
1248,19.0
1250,46.0
1251,97.0
1253,132.0
1255,92.0
1257,172.0
1261,132.0
1262,380.0
1265,120.0
1273,150.0
1277,278.0
1278,111.0
1280,132.0
1284,213.0
1285,271.0
1288,31.0
1295,111.0
1297,380.0
1299,239.0
1304,138.0
1308,39.0
1310,87.0
1311,221.0
1314,117.0
1315,119.0
1318,42.0
1320,271.0
1321,310.0
1322,282.0
1330,91.0
1333,152.0
1334,109.0
1341,120.0
1344,109.0
1351,109.0
1354,74.0
1356,137.0
1363,111.0
1365,214.0
1369,221.0
1373,137.0
1375,108.0
1377,80.0
1379,120.0
1380,271.0
1381,74.0
1384,151.0
1390,309.0
1393,315.0
1395,137.0
1399,277.0
1400,91.0
1401,215.0
1404,221.0
1408,2.0
1409,5.0
1413,213.0
1416,310.0
1418,95.0
1423,117.0
1424,34.0
1425,17.0
1433,219.0
1434,143.0
1436,369.0
1442,278.0
1444,78.0
1445,138.0
1452,226.0
1455,150.0
1462,137.0
1467,37.0
1472,22.0
1475,241.0
1493,83.0
1501,228.0
1503,331.0
1504,164.0
1505,17.0
1511,258.0
1512,137.0
1513,91.0
1514,30.0
1528,173.0
1533,215.0
1534,35.0
1536,124.0
1537,117.0
1539,304.0
1550,214.0
1552,214.0
1554,214.0
1555,431.0
1556,74.0
1559,5.0
1563,109.0
1566,229.0
1567,213.0
1568,46.0
1571,221.0
1572,27.0
1574,137.0
1577,17.0
1583,82.0
1585,35.0
1586,214.0
1587,151.0
1596,165.0
1602,5.0
1604,17.0
1605,33.0
1610,271.0
1611,95.0
1616,37.0
1617,87.0
1618,18.0
1622,22.0
1623,22.0
1628,271.0
1631,9.0
1632,284.0
1633,244.0
1634,293.0
1636,109.0
1637,95.0
1643,38.0
1644,87.0
1646,103.0
1648,214.0
1651,22.0
1656,22.0
1658,173.0
1659,24.0
1665,241.0
1666,173.0
1670,30.0
1674,109.0
1679,188.0
1680,176.0
1683,369.0
1686,30.0
1691,95.0
1693,22.0
1696,37.0
1697,85.0
1703,109.0
1706,30.0
1709,107.0
1710,86.0
1712,309.0
1713,214.0
1718,380.0
1719,284.0
1722,278.0
1723,214.0
1724,252.0
1728,15.0
1730,30.0
1732,21.0
1737,22.0
1745,98.0
1747,17.0
1748,2.0
1755,93.0
1759,17.0
1761,271.0
1764,274.0
1765,173.0
1766,98.0
1768,69.0
1770,35.0
1771,138.0
1774,87.0
1785,92.0
1788,188.0
1792,17.0
1794,244.0
1797,117.0
1798,23.0
1799,215.0
1802,95.0
1806,70.0
1808,103.0
1810,222.0
1818,111.0
1819,431.0
1820,278.0
1822,244.0
1826,109.0
1827,109.0
1835,24.0
1841,94.0
1842,42.0
1843,24.0
1846,51.0
1849,226.0
1850,102.0
1851,267.0
1857,137.0
1858,175.0
1860,87.0
1861,213.0
1864,135.0
1869,335.0
1871,137.0
1872,3.0
1875,8.0
1878,215.0
1879,205.0
1885,86.0
1888,22.0
1889,46.0
1890,95.0
1896,109.0
1897,152.0
1898,151.0
1900,69.0
1905,5.0
1908,135.0
1909,90.0
1913,137.0
1918,79.0
1922,335.0
1923,173.0
1925,252.0
1926,339.0
1927,293.0
1930,214.0
1935,17.0
1939,79.0
1942,87.0
1943,58.0
1948,176.0
1949,271.0
1951,119.0
1953,111.0
1959,115.0
1963,24.0
1967,126.0
1973,278.0
1975,32.0
1976,71.0
1990,94.0
1993,79.0
1997,189.0
1999,173.0
2001,317.0
2004,90.0
2010,92.0
2013,91.0
2017,271.0
2021,110.0
2023,189.0
2026,143.0
2037,5.0
2039,241.0
2041,15.0
2046,33.0
2050,23.0
2060,109.0
2067,87.0
2069,214.0
2072,278.0
2074,115.0
2079,91.0
2083,32.0
2085,241.0
2087,11.0
2093,143.0
2094,15.0
2097,5.0
2103,95.0
2104,137.0
2107,126.0
2108,5.0
2110,111.0
2115,109.0
2117,30.0
2125,293.0
2127,214.0
2133,17.0
2134,431.0
2135,134.0
2141,213.0
2143,34.0
2145,75.0
2146,35.0
2147,304.0
2148,137.0
2149,137.0
2165,135.0
2166,213.0
2177,267.0
