id,count
1802,103.02
1806,32.89
1808,83.24
1810,250.05
1818,109.84
1819,382.63
1820,279.81
1822,222.12
1826,218.68
1827,196.08
1835,18.37
1841,116.67
1842,152.12
1843,18.89
1846,47.27
1849,99.35
1850,229.59
1851,186.37
1857,55.74
1858,165.14
1860,98.09
1861,251.58
1864,117.51
1869,329.26
1871,66.65
1872,33.01
1875,16.78
1878,237.86
1879,243.27
1885,93.46
1888,104.3
1889,31.21
1890,92.33
1896,132.51
1897,167.92
1898,115.32
1900,103.52
1905,38.26
1908,117.69
1909,104.13
1913,69.38
1918,113.03
1922,331.75
1923,132.92
1925,256.62
1926,134.78
1927,297.69
1930,206.92
1935,75.84
1939,118.71
1942,92.07
1943,105.41
1948,236.95
1949,249.7
1951,105.28
1953,118.03
1959,129.77
1963,18.85
1967,125.7
1973,258.42
1975,28.16
1976,89.61
1990,117.45
1993,119.42
1997,198.39
1999,126.84
2001,319.38
2004,86.06
2010,100.75
2013,131.81
2017,302.74
2021,116.3
2023,171.9
2026,131.38
2037,33.69
2039,192.95
2041,17.38
2046,30.13
2050,17.21
2060,241.71
2067,102.26
2069,147.27
2072,263.92
2074,147.36
2079,113.83
2083,28.14
2085,195.08
2087,15.65
2093,138.49
2094,29.27
2097,34.86
2103,92.64
2104,55.15
2107,211.67
2108,20.08
2110,98.03
2115,178.46
2117,31.27
2125,305.37
2127,272.88
2133,15.26
2134,376.22
2135,116.49
2141,266.58
2143,32.38
2145,89.17
2146,30.63
2147,274.29
2148,57.41
2149,69.56
2165,122.64
2166,161.78
2177,198.77
