id,count
1896,145.7
1897,163.73
1898,112.59
1900,106.41
1905,38.82
1908,116.33
1909,107.11
1913,69.88
1918,105.64
1922,327.19
1923,132.42
1925,260.55
1926,136.4
1927,287.54
1930,207.82
1935,80.5
1939,117.68
1942,95.03
1943,108.37
1948,241.23
1949,256.77
1951,105.93
1953,121.87
1959,130.37
1963,17.79
1967,131.36
1973,267.37
1975,28.44
1976,86.08
1990,119.14
1993,119.31
1997,182.08
1999,125.83
2001,304.41
2004,85.65
2010,99.33
2013,125.73
2017,299.71
2021,117.25
2023,157.66
2026,128.66
2037,32.69
2039,189.81
2041,16.87
2046,31.63
2050,17.9
2060,221.7
2067,98.53
2069,151.62
2072,262.55
2074,130.7
2079,113.74
2083,27.87
2085,192.74
2087,16.42
2093,137.55
2094,27.66
2097,35.16
2103,93.5
2104,60.28
2107,200.75
2108,19.7
2110,96.1
2115,175.5
2117,33.68
2125,311.13
2127,264.25
2133,14.34
2134,378.06
2135,114.88
2141,256.28
2143,35.13
2145,87.79
2146,30.03
2147,264.39
2148,62.02
2149,70.52
2165,117.41
2166,159.98
2177,210.14
